Name,Online,book_table,rate,votes,approx_cost(for two people),listed_in(type)
Customer_2520,Yes,No,2.1,3766,1426,Cafe
Customer_2521,Yes,Yes,1.1,2519,2288,Cafe
Customer_2522,Yes,Yes,2.1,279,2207,Dining
Customer_2523,No,No,4.6,878,2640,Cafe
Customer_2524,Yes,Yes,4.6,2495,2286,Quick Bites
Customer_2525,No,Yes,4.4,392,2748,Delivery
Customer_2526,Yes,Yes,4,1315,243,Dining
Customer_2527,No,Yes,5,3232,2346,Buffet
Customer_2528,Yes,No,1.8,2382,1265,Cafe
Customer_2529,Yes,No,3.7,3323,1911,Dining
Customer_2530,Yes,Yes,3.7,3371,481,Delivery
Customer_2531,No,Yes,2.9,867,865,Quick Bites
Customer_2532,No,Yes,1.7,478,823,Quick Bites
Customer_2533,Yes,No,2.6,4736,2978,Quick Bites
Customer_2534,Yes,Yes,2.2,4293,962,Quick Bites
Customer_2535,Yes,Yes,2.9,1059,1488,Delivery
Customer_2536,No,Yes,2.1,3055,515,Cafe
Customer_2537,No,Yes,1.5,837,2399,Dining
Customer_2538,Yes,Yes,3.9,3539,1789,Dining
Customer_2539,No,Yes,1.2,4245,740,Delivery
Customer_2540,Yes,Yes,2.7,1156,1923,Buffet
Customer_2541,Yes,Yes,2.9,1656,2697,Dining
Customer_2542,Yes,Yes,4.3,3995,2167,Buffet
Customer_2543,Yes,Yes,2.6,4148,2716,Quick Bites
Customer_2544,Yes,Yes,4.1,4212,266,Cafe
Customer_2545,No,Yes,2.4,1978,2004,Cafe
Customer_2546,No,No,3.6,3970,1787,Dining
Customer_2547,No,No,2.1,2402,2687,Dining
Customer_2548,Yes,No,1.1,3363,1319,Buffet
Customer_2549,Yes,No,2.1,314,2498,Buffet
Customer_2550,No,No,4.5,572,304,Delivery
Customer_2551,Yes,Yes,5,4185,1994,Cafe
Customer_2552,Yes,Yes,3.7,4640,523,Delivery
Customer_2553,Yes,No,4.3,1383,2981,Quick Bites
Customer_2554,No,No,4.5,851,907,Delivery
Customer_2555,No,Yes,2.8,268,356,Cafe
Customer_2556,No,No,3.2,3523,2483,Cafe
Customer_2557,No,Yes,4.8,360,692,Quick Bites
Customer_2558,No,No,2,4735,1518,Delivery
Customer_2559,Yes,Yes,2.8,1078,1121,Dining
Customer_2560,Yes,No,2.6,4796,1897,Delivery
Customer_2561,No,Yes,4.9,3288,2757,Dining
Customer_2562,No,No,4,2030,1728,Buffet
Customer_2563,Yes,Yes,3.4,608,1680,Quick Bites
Customer_2564,Yes,No,1.7,760,1162,Delivery
Customer_2565,No,No,2,4710,1360,Dining
Customer_2566,Yes,Yes,4.5,4301,1641,Cafe
Customer_2567,Yes,No,4.9,2152,2601,Buffet
Customer_2568,No,Yes,3.2,4849,2939,Dining
Customer_2569,Yes,Yes,2.9,4871,745,Quick Bites
Customer_2570,Yes,Yes,4.9,1084,2840,Delivery
Customer_2571,No,No,1.7,3811,2618,Quick Bites
Customer_2572,No,Yes,2.5,247,2188,Buffet
Customer_2573,No,Yes,2.3,726,2713,Delivery
Customer_2574,Yes,Yes,3,1981,1581,Cafe
Customer_2575,Yes,Yes,3.2,1806,894,Buffet
Customer_2576,Yes,No,4.6,520,2094,Dining
Customer_2577,No,No,1,1644,435,Delivery
Customer_2578,Yes,Yes,3,4281,1863,Delivery
Customer_2579,No,No,2.8,1025,2560,Dining
Customer_2580,No,No,2.4,3273,1594,Dining
Customer_2581,Yes,No,1,3869,473,Delivery
Customer_2582,No,Yes,4.7,1604,2879,Quick Bites
Customer_2583,No,No,1.4,3106,336,Cafe
Customer_2584,Yes,No,1.2,237,435,Cafe
Customer_2585,Yes,Yes,2,1403,1181,Delivery
Customer_2586,Yes,Yes,4.5,1940,1392,Dining
Customer_2587,No,Yes,4,3898,2313,Cafe
Customer_2588,No,Yes,4,407,1452,Delivery
Customer_2589,Yes,No,3.1,2453,1648,Quick Bites
Customer_2590,No,No,2.6,4975,335,Cafe
Customer_2591,No,Yes,1.5,1536,255,Cafe
Customer_2592,No,Yes,1.6,1844,1796,Cafe
Customer_2593,No,No,2.2,3334,1460,Buffet
Customer_2594,No,No,4.1,3329,2022,Delivery
Customer_2595,No,Yes,1.5,2774,2905,Dining
Customer_2596,Yes,No,2.5,1627,2039,Dining
Customer_2597,Yes,Yes,4.9,428,742,Quick Bites
Customer_2598,No,No,4.1,3551,1585,Quick Bites
Customer_2599,Yes,Yes,1.6,534,2304,Buffet
Customer_2600,No,No,3.7,2732,1752,Delivery
Customer_2601,No,No,1.8,1074,1972,Cafe
Customer_2602,Yes,Yes,5,3859,2704,Dining
Customer_2603,No,No,1.3,716,1227,Cafe
Customer_2604,Yes,No,3.6,2671,2434,Cafe
Customer_2605,Yes,No,3.9,1350,1929,Buffet
Customer_2606,No,Yes,4.3,1601,1127,Dining
Customer_2607,Yes,No,3.1,1890,1438,Dining
Customer_2608,Yes,Yes,1.1,1301,1772,Quick Bites
Customer_2609,Yes,No,2.2,1005,1909,Buffet
Customer_2610,Yes,Yes,4,2,1780,Delivery
Customer_2611,No,Yes,3.7,3885,2640,Cafe
Customer_2612,Yes,Yes,4.3,1669,218,Quick Bites
Customer_2613,Yes,No,3,190,1012,Cafe
Customer_2614,Yes,Yes,4.7,4393,1202,Delivery
Customer_2615,No,No,2.1,2019,2378,Quick Bites
Customer_2616,Yes,Yes,2.2,567,2225,Dining
Customer_2617,No,Yes,5,1118,2967,Dining
Customer_2618,No,Yes,2.4,3739,1307,Cafe
Customer_2619,No,No,3.7,4714,302,Quick Bites
Customer_2620,Yes,Yes,4.9,1866,1285,Delivery
Customer_2621,No,Yes,3.2,626,1467,Quick Bites
Customer_2622,No,Yes,2.5,394,974,Cafe
Customer_2623,Yes,No,3.9,370,1321,Quick Bites
Customer_2624,Yes,No,5,3954,964,Quick Bites
Customer_2625,Yes,No,4.4,1436,2179,Quick Bites
Customer_2626,Yes,No,2.9,2777,1064,Quick Bites
Customer_2627,Yes,Yes,1.3,189,1723,Cafe
Customer_2628,Yes,No,2.9,4697,1634,Buffet
Customer_2629,No,Yes,2.7,4402,682,Buffet
Customer_2630,No,No,2,2751,1784,Cafe
Customer_2631,No,Yes,1.1,194,2535,Delivery
Customer_2632,Yes,No,1.4,153,843,Quick Bites
Customer_2633,No,No,2.9,2589,883,Buffet
Customer_2634,No,No,3.7,1580,1766,Cafe
Customer_2635,Yes,No,3.6,4685,1594,Quick Bites
Customer_2636,No,No,3.5,2455,2807,Dining
Customer_2637,No,Yes,4.1,3798,1382,Buffet
Customer_2638,No,No,4.9,3249,1263,Quick Bites
Customer_2639,No,No,2.1,4321,1083,Dining
Customer_2640,Yes,No,4.7,4448,2897,Delivery
Customer_2641,No,No,2.8,2434,2785,Delivery
Customer_2642,Yes,No,3.4,2564,2094,Buffet
Customer_2643,No,No,2.4,151,2018,Dining
Customer_2644,No,No,3.9,1115,1077,Cafe
Customer_2645,Yes,Yes,1.1,3887,652,Cafe
Customer_2646,Yes,Yes,3,4717,1451,Delivery
Customer_2647,No,Yes,4.1,1142,2488,Buffet
Customer_2648,Yes,No,3.3,93,1099,Cafe
Customer_2649,No,Yes,1.2,1243,2756,Delivery
Customer_2650,No,No,4.7,611,842,Cafe
Customer_2651,No,Yes,3.4,301,1689,Buffet
Customer_2652,Yes,No,1.4,2625,2033,Dining
Customer_2653,No,Yes,2.5,366,517,Delivery
Customer_2654,No,No,3.5,3018,2974,Cafe
Customer_2655,No,No,1.7,2835,2819,Dining
Customer_2656,No,No,2.8,820,1377,Dining
Customer_2657,No,Yes,3.3,3478,1145,Cafe
Customer_2658,Yes,No,1.5,2920,1845,Dining
Customer_2659,No,No,5,4209,1933,Cafe
Customer_2660,No,No,4.2,15,2259,Quick Bites
Customer_2661,Yes,No,2.7,4554,1620,Buffet
Customer_2662,Yes,No,3,621,840,Buffet
Customer_2663,Yes,No,3.8,3459,2845,Dining
Customer_2664,Yes,Yes,3.7,2891,2560,Delivery
Customer_2665,Yes,Yes,3.1,2498,1373,Quick Bites
Customer_2666,Yes,Yes,4,970,2504,Delivery
Customer_2667,Yes,No,2.5,3269,1193,Dining
Customer_2668,No,No,4.1,1276,402,Quick Bites
Customer_2669,Yes,Yes,4.3,1817,1106,Dining
Customer_2670,No,Yes,2.5,3629,2687,Cafe
Customer_2671,Yes,No,4.2,3239,689,Delivery
Customer_2672,Yes,Yes,4.1,800,1080,Delivery
Customer_2673,Yes,Yes,4.6,3639,657,Delivery
Customer_2674,No,No,3.8,4619,2925,Cafe
Customer_2675,Yes,No,3.5,4151,2815,Cafe
Customer_2676,Yes,No,3.1,3034,2276,Buffet
Customer_2677,Yes,No,2,355,388,Cafe
Customer_2678,Yes,No,2.8,464,268,Delivery
Customer_2679,Yes,No,1.7,994,1859,Buffet
Customer_2680,No,No,3.5,4865,436,Dining
Customer_2681,Yes,No,2.9,2810,722,Buffet
Customer_2682,No,No,1.2,2977,1563,Quick Bites
Customer_2683,No,Yes,1.3,780,2835,Dining
Customer_2684,Yes,No,3.8,2929,1939,Buffet
Customer_2685,No,Yes,4.1,1443,416,Delivery
Customer_2686,Yes,No,4.9,430,1443,Cafe
Customer_2687,No,No,4.1,4254,1358,Dining
Customer_2688,No,No,1.9,1054,1729,Dining
Customer_2689,No,Yes,4.6,514,487,Delivery
Customer_2690,Yes,No,1.7,1853,1355,Quick Bites
Customer_2691,No,Yes,3.6,189,2718,Buffet
Customer_2692,No,No,1.6,2229,2529,Dining
Customer_2693,Yes,Yes,1,2900,711,Buffet
Customer_2694,No,Yes,3.5,2726,254,Dining
Customer_2695,Yes,Yes,1.9,740,2226,Buffet
Customer_2696,No,No,1.4,4107,740,Cafe
Customer_2697,No,Yes,3.7,3425,2228,Dining
Customer_2698,No,No,3.4,1170,793,Cafe
Customer_2699,Yes,No,4.1,705,1860,Quick Bites
Customer_2700,No,No,4.8,3364,2699,Delivery
Customer_2701,Yes,Yes,1,3662,615,Quick Bites
Customer_2702,No,Yes,3.1,4134,397,Dining
Customer_2703,Yes,Yes,2.1,4034,554,Dining
Customer_2704,No,Yes,4.7,2154,2628,Delivery
Customer_2705,Yes,No,2.5,219,945,Cafe
Customer_2706,Yes,No,1.1,749,1559,Buffet
Customer_2707,No,Yes,3.5,2595,1586,Dining
Customer_2708,Yes,Yes,4.7,2213,2206,Delivery
Customer_2709,Yes,Yes,4,2237,2319,Cafe
Customer_2710,Yes,Yes,3,356,1724,Quick Bites
Customer_2711,Yes,No,2.8,4554,2464,Dining
Customer_2712,Yes,No,2.2,638,2657,Cafe
Customer_2713,Yes,No,4.5,2331,1293,Buffet
Customer_2714,Yes,No,3.7,1737,1052,Buffet
Customer_2715,Yes,Yes,2.5,3508,2273,Quick Bites
Customer_2716,No,Yes,4.4,2027,2416,Buffet
Customer_2717,No,Yes,4,4740,2446,Dining
Customer_2718,No,No,4.5,4442,1778,Delivery
Customer_2719,Yes,No,3.1,4050,997,Dining
Customer_2720,No,No,1.3,4405,2592,Quick Bites
Customer_2721,Yes,Yes,1.4,2262,464,Delivery
Customer_2722,No,No,1,3618,408,Quick Bites
Customer_2723,No,Yes,3.4,4479,1731,Buffet
Customer_2724,No,No,1.7,1984,1030,Delivery
Customer_2725,Yes,Yes,2.7,491,1536,Quick Bites
Customer_2726,Yes,Yes,1.1,1736,1212,Cafe
Customer_2727,No,No,2.5,4184,679,Delivery
Customer_2728,No,Yes,2,1759,940,Delivery
Customer_2729,Yes,Yes,3.6,3581,712,Quick Bites
Customer_2730,No,Yes,3.3,3070,2721,Dining
Customer_2731,No,No,4.3,209,1225,Cafe
Customer_2732,Yes,No,2.6,4822,2318,Delivery
Customer_2733,No,Yes,4.3,3472,1821,Quick Bites
Customer_2734,Yes,No,1.4,3723,2222,Delivery
Customer_2735,Yes,No,4.9,2803,2163,Cafe
Customer_2736,Yes,Yes,4,338,2522,Dining
Customer_2737,Yes,No,2.1,1435,1636,Quick Bites
Customer_2738,No,Yes,3.2,4547,1407,Dining
Customer_2739,Yes,Yes,3,2086,2168,Buffet
Customer_2740,Yes,Yes,1.1,2867,535,Quick Bites
Customer_2741,Yes,Yes,3.6,3999,1413,Quick Bites
Customer_2742,Yes,Yes,1.6,638,983,Delivery
Customer_2743,Yes,Yes,1.5,3300,1952,Dining
Customer_2744,No,No,3.9,280,1940,Quick Bites
Customer_2745,No,Yes,1.4,3808,2405,Dining
Customer_2746,No,Yes,2.2,59,1692,Buffet
Customer_2747,Yes,Yes,2.3,588,240,Buffet
Customer_2748,Yes,No,4.6,281,2424,Cafe
Customer_2749,No,No,3.5,486,2800,Delivery
Customer_2750,No,No,3.2,843,2223,Cafe
Customer_2751,Yes,No,1.9,905,1057,Buffet
Customer_2752,Yes,No,2.4,4322,542,Delivery
Customer_2753,Yes,No,1.9,1185,789,Cafe
Customer_2754,Yes,Yes,2.5,3878,950,Cafe
Customer_2755,Yes,No,1.2,73,205,Cafe
Customer_2756,No,Yes,4.3,344,2703,Buffet
Customer_2757,Yes,No,3.8,3399,330,Buffet
Customer_2758,Yes,Yes,4,4387,584,Delivery
Customer_2759,Yes,Yes,3,149,888,Dining
Customer_2760,Yes,Yes,4.3,4250,2073,Buffet
Customer_2761,No,Yes,4.4,3301,330,Dining
Customer_2762,Yes,Yes,2,1330,590,Cafe
Customer_2763,Yes,No,3.8,1201,2086,Quick Bites
Customer_2764,No,No,2.9,4254,1402,Cafe
Customer_2765,No,Yes,2.1,2447,2106,Delivery
Customer_2766,Yes,Yes,1.7,2862,1271,Delivery
Customer_2767,No,No,3.1,3683,2316,Quick Bites
Customer_2768,Yes,Yes,1.3,2213,1106,Quick Bites
Customer_2769,No,Yes,3.1,2515,1527,Delivery
Customer_2770,No,Yes,2.8,49,2903,Quick Bites
Customer_2771,Yes,No,1.9,4478,2301,Quick Bites
Customer_2772,Yes,Yes,1.4,4585,1648,Dining
Customer_2773,Yes,Yes,4.8,3247,2867,Cafe
Customer_2774,No,No,2,3717,1830,Quick Bites
Customer_2775,No,Yes,1.3,3269,343,Cafe
Customer_2776,Yes,Yes,2.2,716,2560,Quick Bites
Customer_2777,No,No,4.6,2901,2070,Cafe
Customer_2778,No,Yes,3.6,735,970,Delivery
Customer_2779,Yes,Yes,2.7,922,1534,Quick Bites
Customer_2780,Yes,No,3.1,4218,2444,Delivery
Customer_2781,No,No,1.8,3867,2535,Buffet
Customer_2782,Yes,No,3.5,3791,1251,Delivery
Customer_2783,Yes,Yes,3.8,2992,584,Quick Bites
Customer_2784,No,Yes,4.7,3967,399,Delivery
Customer_2785,Yes,No,4.9,887,243,Quick Bites
Customer_2786,No,Yes,4.8,3677,553,Buffet
Customer_2787,Yes,No,4.1,4423,2195,Cafe
Customer_2788,No,No,3,1053,796,Cafe
Customer_2789,Yes,No,2.1,1131,2549,Quick Bites
Customer_2790,No,No,2.5,1666,2229,Buffet
Customer_2791,No,Yes,3.4,4255,390,Dining
Customer_2792,No,No,3.8,1295,2485,Dining
Customer_2793,No,Yes,3.1,3136,1701,Dining
Customer_2794,No,Yes,4.2,377,1541,Quick Bites
Customer_2795,Yes,No,3.2,1521,1854,Quick Bites
Customer_2796,No,Yes,1.9,1888,2590,Cafe
Customer_2797,No,No,3.1,436,2811,Buffet
Customer_2798,No,No,1.3,4213,1239,Dining
Customer_2799,No,Yes,4.4,3172,1884,Quick Bites
Customer_2800,No,Yes,4,1123,381,Dining
Customer_2801,Yes,No,2.9,1864,1515,Buffet
Customer_2802,Yes,Yes,4.8,1603,1862,Delivery
Customer_2803,No,No,3.3,2747,790,Quick Bites
Customer_2804,No,Yes,1.4,4328,2322,Buffet
Customer_2805,Yes,Yes,3.1,3854,803,Cafe
Customer_2806,Yes,No,1.6,536,503,Dining
Customer_2807,Yes,No,2,3411,1936,Delivery
Customer_2808,No,Yes,1.7,951,1865,Quick Bites
Customer_2809,Yes,Yes,1.5,2727,751,Quick Bites
Customer_2810,No,Yes,2.4,4167,2715,Dining
Customer_2811,No,No,3,616,894,Dining
Customer_2812,No,Yes,3.6,67,1875,Delivery
Customer_2813,Yes,Yes,4.2,4689,675,Dining
Customer_2814,No,Yes,3.6,499,2213,Delivery
Customer_2815,Yes,No,2.3,102,2411,Quick Bites
Customer_2816,No,No,1.1,1205,550,Dining
Customer_2817,Yes,No,1.8,2810,2355,Cafe
Customer_2818,Yes,No,2.1,4397,1303,Quick Bites
Customer_2819,No,Yes,3.2,1214,1832,Cafe
Customer_2820,Yes,No,2.4,1930,2778,Quick Bites
Customer_2821,Yes,No,2.7,1487,661,Dining
Customer_2822,Yes,Yes,2.1,248,1618,Buffet
Customer_2823,Yes,No,2,2253,2731,Dining
Customer_2824,Yes,No,2.9,3863,2496,Buffet
Customer_2825,No,Yes,2.3,3744,1491,Buffet
Customer_2826,Yes,No,3.6,1726,767,Quick Bites
Customer_2827,Yes,No,2.9,2826,620,Buffet
Customer_2828,Yes,No,4.1,3910,2112,Delivery
Customer_2829,No,No,1.8,965,1757,Dining
Customer_2830,No,No,2.3,2693,218,Quick Bites
Customer_2831,Yes,Yes,2.2,2243,224,Dining
Customer_2832,Yes,No,2.4,2717,2035,Quick Bites
Customer_2833,Yes,No,1.9,3874,2518,Quick Bites
Customer_2834,No,No,3.5,421,750,Dining
Customer_2835,No,Yes,3.4,3356,1289,Buffet
Customer_2836,No,Yes,3.9,3697,2939,Delivery
Customer_2837,Yes,Yes,4.7,3190,1778,Quick Bites
Customer_2838,Yes,No,1.6,2003,1482,Buffet
Customer_2839,Yes,No,3.3,4143,2157,Quick Bites
Customer_2840,No,Yes,4.4,4528,508,Dining
Customer_2841,No,No,4.4,704,737,Buffet
Customer_2842,No,No,4.3,4188,1449,Buffet
Customer_2843,No,Yes,3.5,791,1125,Quick Bites
Customer_2844,No,No,1.8,3579,577,Delivery
Customer_2845,Yes,No,2,2589,1968,Quick Bites
Customer_2846,No,Yes,5,1181,1803,Dining
Customer_2847,Yes,No,1.2,2950,553,Dining
Customer_2848,Yes,No,1.2,4009,1048,Quick Bites
Customer_2849,No,Yes,3.1,2666,2595,Quick Bites
Customer_2850,Yes,No,2.3,3753,1672,Cafe
Customer_2851,No,Yes,1.1,1841,1143,Cafe
Customer_2852,Yes,No,3.9,2884,978,Dining
Customer_2853,No,Yes,4,4644,2517,Dining
Customer_2854,Yes,No,1.4,2382,1122,Buffet
Customer_2855,No,No,4.8,2212,2211,Dining
Customer_2856,No,Yes,4.9,19,540,Delivery
Customer_2857,No,Yes,1,864,706,Dining
Customer_2858,No,No,3.5,504,1353,Delivery
Customer_2859,Yes,No,1.6,3143,644,Buffet
Customer_2860,Yes,No,1,535,2984,Buffet
Customer_2861,No,Yes,1.3,2668,589,Buffet
Customer_2862,No,Yes,3.3,922,2299,Delivery
Customer_2863,No,No,3.2,1132,587,Cafe
Customer_2864,Yes,No,1.1,3914,705,Buffet
Customer_2865,Yes,No,2.2,1881,2226,Buffet
Customer_2866,No,Yes,1.6,1370,1830,Delivery
Customer_2867,No,No,2,554,961,Buffet
Customer_2868,Yes,No,4.9,675,2919,Cafe
Customer_2869,Yes,Yes,1.9,4071,2313,Cafe
Customer_2870,No,No,1.1,1989,1802,Delivery
Customer_2871,No,No,4.7,2918,529,Cafe
Customer_2872,Yes,No,2.2,1309,1853,Delivery
Customer_2873,No,Yes,4.9,4237,2082,Dining
Customer_2874,No,Yes,1.3,174,1385,Quick Bites
Customer_2875,Yes,Yes,2.2,4002,2969,Quick Bites
Customer_2876,Yes,Yes,4.2,3535,779,Quick Bites
Customer_2877,No,No,2.8,4826,1376,Cafe
Customer_2878,No,Yes,1.5,1271,707,Buffet
Customer_2879,No,No,4.7,280,2788,Dining
Customer_2880,Yes,No,3.4,1142,1081,Delivery
Customer_2881,No,Yes,1.8,1235,278,Delivery
Customer_2882,No,No,4.5,2393,2631,Dining
Customer_2883,No,No,1.2,1424,455,Buffet
Customer_2884,No,No,2.1,2980,2286,Quick Bites
Customer_2885,Yes,No,5,4274,1878,Buffet
Customer_2886,No,Yes,4.2,3725,575,Buffet
Customer_2887,Yes,No,2.7,4076,1228,Cafe
Customer_2888,Yes,No,5,3539,2412,Cafe
Customer_2889,No,Yes,2.6,874,1132,Quick Bites
Customer_2890,No,Yes,3.2,1744,363,Buffet
Customer_2891,Yes,No,2.1,1301,2490,Quick Bites
Customer_2892,No,No,4.7,3529,881,Buffet
Customer_2893,No,No,3.7,2029,919,Quick Bites
Customer_2894,Yes,Yes,4.8,3723,1546,Cafe
Customer_2895,Yes,Yes,1.9,4428,1663,Buffet
Customer_2896,Yes,No,4.4,994,578,Quick Bites
Customer_2897,No,No,1.4,4582,1186,Cafe
Customer_2898,No,Yes,1.7,470,1732,Buffet
Customer_2899,No,Yes,1.7,3146,396,Buffet
Customer_2900,Yes,No,1.7,3661,1208,Quick Bites
Customer_2901,No,Yes,3.9,1008,702,Buffet
Customer_2902,Yes,No,3.4,4538,1146,Delivery
Customer_2903,No,No,1.3,3191,754,Buffet
Customer_2904,No,Yes,4.5,3047,2351,Dining
Customer_2905,Yes,No,4.2,2610,2375,Quick Bites
Customer_2906,Yes,Yes,2.7,806,893,Delivery
Customer_2907,No,No,1.9,3321,1982,Delivery
Customer_2908,No,No,1.2,3310,470,Buffet
Customer_2909,Yes,No,3.9,3890,718,Dining
Customer_2910,Yes,No,1.2,933,2811,Buffet
Customer_2911,No,Yes,2.3,745,2121,Quick Bites
Customer_2912,Yes,No,2.4,1954,1607,Delivery
Customer_2913,No,Yes,4.6,578,2580,Quick Bites
Customer_2914,Yes,No,4.1,3495,2485,Delivery
Customer_2915,No,Yes,1.6,4071,297,Cafe
Customer_2916,Yes,No,4.6,4549,1752,Buffet
Customer_2917,No,No,4.4,4992,1900,Delivery
Customer_2918,No,No,2,3106,2806,Dining
Customer_2919,Yes,Yes,2.6,513,853,Cafe
Customer_2920,No,No,3.8,4167,2985,Cafe
Customer_2921,Yes,No,1.1,2786,1550,Delivery
Customer_2922,No,Yes,5,776,1586,Dining
Customer_2923,Yes,No,3.6,1639,1175,Cafe
Customer_2924,No,Yes,3.7,1843,2190,Quick Bites
Customer_2925,No,Yes,1.3,3058,939,Delivery
Customer_2926,Yes,No,1.4,687,2305,Cafe
Customer_2927,Yes,Yes,1.9,3524,2545,Cafe
Customer_2928,Yes,Yes,4,2641,1544,Cafe
Customer_2929,No,No,4.1,4841,544,Cafe
Customer_2930,Yes,No,3.2,1989,849,Buffet
Customer_2931,No,No,4.1,3083,2694,Quick Bites
Customer_2932,Yes,No,2,4237,1960,Dining
Customer_2933,Yes,Yes,3.1,1373,1875,Buffet
Customer_2934,Yes,No,3,1595,2188,Cafe
Customer_2935,No,No,3.4,689,1832,Dining
Customer_2936,Yes,Yes,2.5,3573,969,Quick Bites
Customer_2937,Yes,Yes,4.8,480,1999,Buffet
Customer_2938,No,No,4.1,3784,2004,Quick Bites
Customer_2939,Yes,Yes,3.1,4475,1608,Buffet
Customer_2940,Yes,No,2.7,1908,1673,Delivery
Customer_2941,Yes,No,3.1,475,2689,Buffet
Customer_2942,No,Yes,3.6,2406,2759,Buffet
Customer_2943,Yes,No,3.3,4568,219,Delivery
Customer_2944,No,Yes,4.9,409,2526,Quick Bites
Customer_2945,Yes,No,4.1,2152,717,Cafe
Customer_2946,Yes,No,2.8,3163,1834,Delivery
Customer_2947,No,Yes,4.5,3923,1696,Quick Bites
Customer_2948,No,Yes,3.6,4903,395,Cafe
Customer_2949,Yes,No,4.5,3678,469,Cafe
Customer_2950,No,No,1.2,4977,1939,Cafe
Customer_2951,Yes,Yes,1.8,1069,918,Dining
Customer_2952,Yes,No,1.8,1416,357,Quick Bites
Customer_2953,Yes,Yes,1.9,847,1379,Dining
Customer_2954,Yes,Yes,4.4,407,1684,Dining
Customer_2955,No,No,2.6,2169,1715,Buffet
Customer_2956,No,Yes,3.5,1604,2938,Delivery
Customer_2957,No,No,1.3,4713,1283,Cafe
Customer_2958,Yes,Yes,3.7,523,2551,Quick Bites
Customer_2959,No,No,1.2,3976,2248,Delivery
Customer_2960,Yes,No,4.7,4222,2530,Dining
Customer_2961,Yes,No,2.8,2277,2985,Buffet
Customer_2962,Yes,Yes,4.7,4884,2645,Delivery
Customer_2963,No,Yes,1.8,2049,1541,Delivery
Customer_2964,No,Yes,4.4,2774,2805,Delivery
Customer_2965,No,Yes,4.4,2835,363,Buffet
Customer_2966,Yes,No,1.9,1797,2247,Delivery
Customer_2967,No,Yes,4.2,1364,2633,Dining
Customer_2968,No,No,4.3,3613,702,Buffet
Customer_2969,Yes,Yes,3,669,2355,Buffet
Customer_2970,No,Yes,1.3,4663,977,Delivery
Customer_2971,Yes,No,3.9,4541,2961,Buffet
Customer_2972,Yes,No,4.2,2384,713,Buffet
Customer_2973,Yes,Yes,3.9,2181,1864,Quick Bites
Customer_2974,No,Yes,3.3,1684,684,Delivery
Customer_2975,Yes,Yes,4,1403,1963,Delivery
Customer_2976,No,Yes,4.7,4349,1192,Quick Bites
Customer_2977,Yes,No,4.3,3763,1601,Delivery
Customer_2978,No,No,1.5,2292,2409,Cafe
Customer_2979,Yes,No,3.9,3737,1592,Cafe
Customer_2980,No,No,1.6,4859,807,Dining
Customer_2981,No,No,2.8,4035,414,Delivery
Customer_2982,No,Yes,3.9,715,751,Cafe
Customer_2983,Yes,Yes,4.2,2039,1866,Buffet
Customer_2984,No,Yes,3.9,2884,1950,Cafe
Customer_2985,Yes,Yes,1.2,1791,1170,Buffet
Customer_2986,Yes,Yes,3.9,1820,2549,Buffet
Customer_2987,No,Yes,4,4291,231,Delivery
Customer_2988,Yes,No,4.6,32,257,Dining
Customer_2989,Yes,Yes,2.9,3769,1504,Dining
Customer_2990,No,Yes,4,3592,2477,Delivery
Customer_2991,No,Yes,4.7,3027,1498,Delivery
Customer_2992,No,Yes,3.1,2628,2044,Quick Bites
Customer_2993,No,Yes,1.9,3463,2839,Quick Bites
Customer_2994,Yes,Yes,1.9,2126,562,Quick Bites
Customer_2995,Yes,Yes,1.5,4072,2246,Quick Bites
Customer_2996,Yes,No,3.2,4371,2686,Delivery
Customer_2997,Yes,No,1.3,470,927,Delivery
Customer_2998,No,Yes,1.2,2035,1205,Dining
Customer_2999,Yes,No,4.7,3424,2565,Buffet
Customer_3000,No,Yes,4.9,3896,1461,Cafe
Customer_3001,Yes,Yes,2,4531,354,Delivery
Customer_3002,No,No,2.9,3071,2334,Dining
Customer_3003,No,No,1.5,3167,2561,Buffet
Customer_3004,No,Yes,2.7,4877,2861,Cafe
Customer_3005,No,No,1.8,4763,1550,Dining
Customer_3006,Yes,No,3.2,774,2618,Delivery
Customer_3007,No,No,1.8,4371,2981,Dining
Customer_3008,No,No,1.4,382,2785,Cafe
Customer_3009,No,Yes,2.4,1392,2171,Dining
Customer_3010,Yes,Yes,1.9,1603,1002,Dining
Customer_3011,Yes,No,1.3,84,911,Delivery
Customer_3012,No,Yes,4.1,770,2277,Quick Bites
Customer_3013,Yes,Yes,2.9,612,486,Quick Bites
Customer_3014,No,No,1.7,3307,1476,Quick Bites
Customer_3015,No,No,3.3,4864,841,Delivery
Customer_3016,No,Yes,3.8,929,1235,Dining
Customer_3017,Yes,No,1.2,4914,2798,Delivery
Customer_3018,No,Yes,2.8,1603,2061,Delivery
Customer_3019,Yes,No,1.6,1037,1092,Delivery
Customer_3020,No,No,1.2,2924,2142,Quick Bites
Customer_3021,Yes,Yes,3.9,1883,833,Cafe
Customer_3022,No,Yes,2.4,4757,770,Delivery
Customer_3023,No,Yes,4.3,401,1381,Delivery
Customer_3024,No,No,1.3,1167,2452,Dining
Customer_3025,No,Yes,3.1,243,1946,Buffet
Customer_3026,No,Yes,1.8,2738,2162,Dining
Customer_3027,Yes,Yes,2,2091,961,Dining
Customer_3028,Yes,No,2.8,3737,320,Delivery
